"taxon"
"Erythrina folkersii"
"Erythronium americanum"
"Erythrophleum chlorostachys"
"Erythrophleum lasianthum"
"Erythroxylum cumanense"
"Erythroxylum densum"
"Erythroxylum orinocense"
"Eucalyptus baxteri"
"Eucalyptus bleeseri"
"Eucalyptus brevifolia"
"Eucalyptus clavigera"
"Eucalyptus conferiflora"
"Eucalyptus dumosa"
"Eucalyptus foecunda"
"Eucalyptus globulus"
"Eucalyptus haemostoma"
"Eucalyptus incrassata"
"Eucalyptus intertexta"
"Eucalyptus miniata"
"Eucalyptus nesophilla"
"Eucalyptus obliqua"
"Eucalyptus paniculata"
"Eucalyptus porrecta"
"Eucalyptus pruinosa"
"Eucalyptus socialis"
"Eucalyptus tectifica"
"Eucalyptus terminalis"
"Eucalyptus tetradonta"
"Eucalyptus tetrodonta"
"Eucalyptus umbra"
"Euclea divinorum"
"Eucryphia cordifolia"
"Eugenia caseariodes"
"Eugenia caudata"
"Eugenia mabaeoides"
"Eugenia rugosa"
"Eugenia spicata"
"Eugenia stapfiana"
"Eugenia woodii"
"Euonymus europaeus"
"Eupatorium cannabinum"
"Eupatorium rugesum"
"Euphorbia margalidiana"
"Euphrasia frigida"
"Eurya japonica"
"Eutaxia microphylla"
"Exocarpos apophyllum"
"Fagopyrum esculentum"
"Fagopyrum esculentum "
"Fagraea fragrans"
"Fagus crenata"
"Fagus grandfolia"
"Fagus grandifolia"
"Fagus sylvatica"
"Faramea occidentalis"
"Faurea macnaughtonii"
"Festuca rubra"
"Ficus benghalensis"
"Ficus carica"
"Ficus deltoidea"
"Ficus fistulosa"
"Ficus grossularioides"
"Ficus macbridei"
"Ficus obtusifolia"
"Ficus racemosa"
"Ficus religiosa"
"Ficus rumphii"
"Ficus scobina"
"Ficus tecolutensis"
"Ficus yoponensis"
"Filipendula ulmaria"
"Filipendula vulgaris"
"Flourensia cernua"
"Fragaria ananasa"
"Fragaria ananassa"
"Fragaria vesca"
"Fragaria viridis"
"Fragaria x ananassa"
"Fraxinus americana"
"Fraxinus angustifolia"
"Fraxinus excelsior"
"Fraxinus madshurica"
"Fraxinus nigra"
"Fraxinus ornus"
"Fraxinus pennsylvanica"
"Fraxinus sp"
"Freycinetia arborea"
"Freylinia lanceolata"
"Fumaria officinalis"
"Funtumia latifolia"
"Galax aphylla"
"Galeopsis tetrahit"
"Galium aparine"
"Galium boreale"
"Galium mollugo"
"Galium verum"
"Garcinia bancana"
"Garcinia intermedia"
"Garcinia malaccensis"
"Garcinia mannii"
"Garcinia ovalifolia"
"Garcinia small.sp"
"Gardenia jasminoides"
"Gardenia latifolia"
"Gaultheria antipoda"
"Gaultheria crassa"
"Gaylussacia baccata"
"Geijera parviflora"
"Genista anglica"
"Genista tinctoria"
"Gentiana bavarica"
"Gentiana karelinii"
"Gentiana kochiana"
"Gentiana leucomelaena"
"Gentianella numularifolia"
"Geraea canescens"
"Geranium confertum"
"Geranium himalayense"
"Geranium sp"
"Geranium sylvaticum"
"Geum montanum"
"Geum reptans"
"Geum rivale"
"Geum rosii"
"Gevuina avellana"
"Ginkgo biloba"
"Gladiolus caryophyllaceus"
"Glaux maritima"
"Glechoma hederaceae"
"Globularia cambessedesii"
"Glycine max"
"Glycine max "
"Glycine soja"
"Gochnatia floribunda"
"Gompholobium grandiflorum"
"Gompholobium latifolium"
"Gossypium herbaceum"
"Gossypium hirsutum "
"Goupia glabra"
"Grevillea aneura"
"Grevillea buxifolia"
"Grevillea dimidiata"
"Grevillea pyramidalis"
"Grevillea speciosa"
"Grewia asiatica"
"Griselinia littoralis"
"Guamia LT.sp1"
"Guarea glabra"
"Guarea grandifolia"
"Guarea multiflora"
"Guatteria dumentorum"
"Guizotia abyssinica"
"Guizotia abyssinica "
"Gunnera magellanica"
"Gutierrezia sarothrae"
"Gymnocarpium dryopteris"
"Gynoxys sp"
"Gypsophila capituliflora"
"Hakea acuminata"
"Hakea adnata"
"Hakea ambigua"
"Hakea amplexicaulis"
"Hakea anadenia"
"Hakea arborescens"
"Hakea auriculata"
"Hakea baxteri"
"Hakea bicornata"
"Hakea brownii"
"Hakea bucculenta"
"Hakea candolleana"
"Hakea ceratophylla"
"Hakea cinerea"
"Hakea circumalata"
"Hakea commutata"
"Hakea conchifolia"
"Hakea corymbosa"
"Hakea costata"
"Hakea cristata"
"Hakea cucullata"
"Hakea cyclocarpa"
"Hakea cygna.cygna"
"Hakea cygna.needlei"
"Hakea dactyloides"
"Hakea denticulata"
"Hakea drupacea"
"Hakea elliptica"
"Hakea eneabba"
"Hakea erecta"
"Hakea erinacea"
"Hakea falcata"
"Hakea ferruginea"
"Hakea flabellifolia"
"Hakea florida"
"Hakea francisiana"
"Hakea gilbertii"
"Hakea hookeriana"
"Hakea horrida"
"Hakea ilicifolia"
"Hakea incrassata"
"Hakea invaginata"
"Hakea kippistiana"
"Hakea lasiantha"
"Hakea lasiocarpha"
"Hakea laurina"
"Hakea lehmanniana"
"Hakea leucoptera"
"Hakea linearis"
"Hakea lissocarpha"
"Hakea longiflora"
"Hakea marginata"
"Hakea megalosperma"
"Hakea minyma"
"Hakea muellerana"
"Hakea multilineata"
"Hakea myrtoides"
"Hakea neurophylla"
"Hakea newbeyana"
"Hakea nitida"
"Hakea obliqua.parviflora"
"Hakea obtusa"
"Hakea oleifolia"
"Hakea orthorryncha.filiformis"
"Hakea orthorryncha.orthorryncha"
"Hakea pandicarpa.crassifolia"
"Hakea pandicarpa.pandicarpa"
"Hakea petiolaris"
"Hakea platysperma"
"Hakea polyanthema"
"Hakea preissii"
"Hakea pritzelii"
"Hakea prostrata"
"Hakea psilorryncha"
"Hakea pycnoneura"
"Hakea recurva.arida"
"Hakea recurva.recurva"
"Hakea ruscifolia"
"Hakea scoparia.scoparia"
"Hakea scoparia.trycherica"
"Hakea spathulata"
"Hakea stenocarpa"
"Hakea stenophylla"
"Hakea strumosa"
"Hakea subsulcata"
"Hakea sulcata"
"Hakea tephrosperma"
"Hakea teretifolia"
"Hakea trifurcata.(needle)"
"Hakea tuberculata"
"Hakea undulata"
"Hakea varia"
"Hakea verrucosa"
"Hakea victoria"
"Halenia weddelifolia"
"Halerpestes sarmentosa"
"Halimium commutatum"
"Halimium halimifolium"
"Halimium umbellatum"
"Halocarpus bidwillii"
"Hamelia patens"
"Hampea nutricia"
"Hardwickia binata"
"Harpephyllum caffrum"
"Hartogiella schinoides"
"Hebe argentea"
"Hebe cockayneana"
"Hebe hectorii"
"Hebe odora"
"Hebe pauciflora"
"Hebe pauciramosa"
"Hebe subalpina"
"Hebe x.franciscana"
"Heberdenia bahamensis"
"Hedera helix"
"Hedyosmum maxicanum"
"Hedyotis centranthoides"
"Hedysarum alpinum"
"Hedysarum mackenzii"
"Hedysarum minjanense"
"Helianthemum nummularium"
"Helianthus annuus"
"Helianthus annuus "
"Helianthus annuus cv. Simple Giant"
"Helianthus microcephalus"
"Helichrysum apiculatum"
"Helictotrichon bromoides"
"Helictotrichon crassifolia"
"Heliocarpus appendiculatus"
"Helleborus foetidus"
"Helleborus lividus"
"Herniaria glabra"
"Heteromeles arbutifolia"
"Heteropogon contortus"
"Heteropteris sp"
"Hibbertia bracteata"
"Hibbertia huegelii"
"Hibbertia riparia"
"Hibbertia sericea"
"Hibbertia subvaginata"
"Hibiscus rosa-sinensis"
"Hibiscus tiliaceus"
"Hieracium scabrum"
"Hierochloe alpina"
"Hieronima alcheornoides"
"Hippobromus pauciflorus"
"Hippophae rhamnoides"
"Hirtella punctillata"
"Hirtella triandra"
"Holcus lanatus"
"Holcus sudanensis"
"Holodiscus discolor"
"Holoptelea integrifolia"
"Homalium dictyoneurum"
"Hordeum murinum"
"Hordeum turkestanicum"
"Hordeum vulgare"
"Hordeum vulgare "
"Hordeum vulgare subsp. spontaneum"
"Hordeum vulgare subsp. vulgare"
"Humiria balsamifera"
"Hymenocardia ulmoides"
"Hyoscyamus niger"
"Hyperacanthus amoenus"
"Hypericum balearicum"
"Hypericum perforatum"
"Hypericum reflexum"
"Hypochaeris sonchoides"
"Hypoestes verticilliaris"
"Hypolaena fastigiata"
"Ilex anomala"
"Ilex aquifolium"
"Ilex canariensis"
"Ilex mitis"
"Ilex opaca"
"Ilex platyphylla"
"Ilex verticillata"
"Illicium anisatum"
"Impatiens capensis"
"Impatiens noli-tangere"
"Inga punctata"
"Inga quaternata"
"Inhambanella henriquesii"
"Inula hirta"
"Ipomoea batatas"
"Ipomoea carnea"
"Ipomoea trifida"
"Isoglossa ciliatus"
"Itea virginica"
"Ixonanthes reticulata"
"Ixora alba"
"Ixora coccinea"
"Ixora congesta"
"Jacaranda copaia"
"Jacksonia floribunda"
"Jacquinia pungens"
"Jacquinia revoluta"
"Jasminum odoratisimum"
"Jatropha curcas"
"Jatropha gossypifolia"
"Juglans ailanthifolia"
"Juglans cinerea"
"Juglans nigra"
"Juglans regia"
"Julbernardia globulifera"
"Juncus arcticus"
"Juncus biglumis"
"Juncus subnodulosus"
"Juncus trifidus"
"Juniperus communis"
"Juniperus monosperma"
"Juniperus oophora"
"Juniperus osteosperma"
"Juniperus oxycedrus"
"Juniperus phoenicea"
"Juniperus virginiana"
"Kalmia angustifolia"
"Kalmia latifolia"
"Kalmia polifolia"
"Kalopanax pictus"
"Kickxia spuria"
"Kielmeyera coriacea"
"Kigelia pinnata"
"Kiggelaria africana"
"Knautia arvensis"
"Kobresia capilliformis"
"Koeleria cristata"
"Krascheninnikovia ceratoides"
"Krukoviella obovata"
"Laburnum anagyroides"
"Lactuca sativa"
"Lactuca sativa "
"Lactuca serriola"
"Lagerstroemia parviflora"
"Lagerstroemia speciosa"
"Lagotis kunawarensis"
"Lambertia formosa"
"Lannea coromandelica"
"Lannea stuhlmannii"
"Larix decidua"
"Larix laricina"
"Larrea tridentata"
